ID_Usuario;DNI_Usuario;Edad;Género_sucio;Género;Ubicación_sucio;Ubicación;Tipo_Viajero_sucio;Tipo_Viajero;ID_Reserva;Fecha_Reserva;Fecha_Viaje;Antelacion_Reserva_sucio;Antelacion_Reserva;Duracion_Viaje_sucio;Numero_Personas;Tipo_Paquete_sucio;Tipo_Paquete;Costo_Total;Metodo_Pago;Destino_sucio;Destino;Tipo_Alojamiento_sucio;Clase_Vuelo;Actividades_Reservadas_sucio;Actividades_Reser_sucio2;Actividades_Reservadas;Numero_Noches_Estancia_sucio;Numero_Noches_Estancia;Promocion_Aplicada_sucio;Promocion_Aplicada;Fuente_Reserva;Estado_Reserva;Mes_Reserva_sucio;Mes_Reserva;Mes_Viaje_sucio;Mes_Viaje;Estacionalidad;Cancelacion_Reserva_sucio;Cancelacion_reserva;Calificacion_Usuario;Comentarios;Rango_Edad;Gasto_persona;Gasto_duracion
U0847;14113993C;27;Female;Femenino;Australia;Australia;Turista;Turista;R00847;01/08/2024;24/09/2024;92;54;10;3;Vuelo + Hotel;Vuelo + Hotel;9.121,20;Tarjeta de crédito;Paris;Paris;Resort;Económica;;;;7;9;FALSO;Falso;Agente de viajes;Cancelada;10;8;11;9;Temporada alta;VERDADERO;Verdadero;5;Todo bien;Jovenes Adultos;3.040,40;912,12
U0848;40928306J;59;Other;Otro;Spain;España;Turista;Turista;R00848;11/07/2024;10/11/2024;218;122;1;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;6.468,10;Transferencia bancaria;Tokyo;Tokio;Resort;Ejecutiva;City tour;City tour;Tour en Cuidad;8;0;FALSO;Falso;Agente de viajes;Cancelada;5;7;6;11;Temporada alta;VERDADERO;Verdadero;4;;Adultos Mayores;6.468,10;6.468,10
U0849;46378694E;41;Other;Otro;Spain;España;Negocios;Negocios;R00849;22/07/2024;05/11/2024;92;106;10;2;Solo vuelo;Vuelo;15.330,70;Tarjeta de crédito;Paris;Paris;;Ejecutiva;;;;5;9;VERDADERO;Verdadero;Agente de viajes;Cancelada;9;7;1;11;Temporada baja;FALSO;Falso;3;Recomendado;Mediana Edad;7.665,35;1.533,07
U0850;98383157J;47;Other;Otro;Spain;España;Tusirta;Turista;R00850;07/07/2024;29/07/2024;114;22;1;3;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;1.805,80;Transferencia bancaria;Cancun;Cancun;Hotel;Económica;Tour en bus;Tour en bus;Tour en bus;3;0;FALSO;Falso;App móvil;Cancelada;1;7;3;7;Temporada baja;VERDADERO;Verdadero;2;No me gustó el servicio;Mediana Edad;601,93;1.805,80
U0851;98040583R;22;Female;Femenino;Mexico;Méjico;Negocios;Negocios;R00851;17/06/2024;02/09/2024;60;77;11;2;Solo vuelo;Vuelo;13.798,90;Tarjeta de crédito;New York;Nueva York;;Primera clase;;;;9;10;FALSO;Falso;Sitio web;Cancelada;10;6;1;9;Temporada baja;VERDADERO;Verdadero;2;Problemas con la reserva;Jovenes Adultos;6.899,45;1.254,45
U0852;17171902X;23;Other;Otro;India;India;Tusirta;Turista;R00852;20/02/2024;21/03/2024;38;30;9;4;Vuelo + Hotel;Vuelo + Hotel;19.802,20;PayPal;New York;Nueva York;Airbnb;Económica;;;;2;8;FALSO;Falso;Agente de viajes;Pendiente;9;2;3;3;Temporada baja;FALSO;Falso;5;Todo bien;Jovenes Adultos;4.950,55;2.200,24
U0853;78186616W;24;Female;Femenino;Mexico;Méjico;Turista;Turista;R00853;28/03/2024;06/09/2024;229;162;5;4;Solo vuelo;Vuelo;2.353,70;Tarjeta de crédito;Paris;Paris;;Económica;;;;5;4;VERDADERO;Verdadero;Agente de viajes;Pendiente;6;3;3;9;Temporada baja;VERDADERO;Verdadero;5;Excelente viaje;Jovenes Adultos;588,43;470,74
U0854;24657631K;31;Male;Masculino;Mexico;Méjico;Negocios;Negocios;R00854;04/02/2024;12/12/2024;107;312;8;3;Solo vuelo;Vuelo;10.580,50;Transferencia bancaria;Cancun;Cancun;;Ejecutiva;;;;7;7;FALSO;Falso;App móvil;Cancelada;12;2;1;12;Temporada baja;VERDADERO;Verdadero;5;;Adultos;3.526,83;1.322,56
U0855;40104501E;45;Other;Otro;Australia;Australia;Turista;Turista;R00855;18/06/2024;05/09/2024;329;79;3;2;Solo vuelo;Vuelo;19.466,80;Transferencia bancaria;Tokyo;Tokio;;Primera clase;;;;5;2;FALSO;Falso;Sitio web;Pendiente;7;6;1;9;Temporada alta;FALSO;Falso;2;Todo bien;Mediana Edad;9.733,40;6.488,93
U0856;99262083V;34;Other;Otro;Spain;España;Tusirta;Turista;R00856;25/02/2024;01/04/2024;198;36;7;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;17.695,30;Tarjeta de crédito;Cancun;Cancun;Hotel;Económica;;Desconocido;Desconocido;6;6;FALSO;Falso;App móvil;Cancelada;12;2;2;4;Temporada baja;VERDADERO;Verdadero;3;;Adultos;17.695,30;2.527,90
U0857;51422195Z;30;Other;Otro;Spain;España;Turista;Turista;R00857;11/11/2024;26/11/2024;97;15;3;2;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;14.903,20;PayPal;Cancun;Cancun;Airbnb;Ejecutiva;City tour;City tour;Tour en Cuidad;5;2;VERDADERO;Verdadero;Agente de viajes;Pendiente;6;11;4;11;Temporada baja;VERDADERO;Verdadero;1;Problemas con la reserva;Adultos;7.451,60;4.967,73
U0858;73535334X;62;Female;Femenino;Spain;España;Turista;Turista;R00858;06/02/2024;06/09/2024;99;213;8;1;Solo vuelo;Vuelo;10.429,20;Transferencia bancaria;New York;Nueva York;;Ejecutiva;;;;1;7;VERDADERO;Verdadero;Sitio web;Cancelada;3;2;12;9;Temporada baja;FALSO;Falso;2;Todo bien;Adultos Mayores;10.429,20;1.303,65
U0859;44656961T;60;Male;Masculino;Spain;España;Negocios;Negocios;R00859;26/06/2024;04/09/2024;80;70;13;1;Solo vuelo;Vuelo;17.595,70;Tarjeta de crédito;Barcelona;Barcelona;;Primera clase;;;;5;12;FALSO;Falso;Agente de viajes;Pendiente;7;6;7;9;Temporada alta;FALSO;Falso;4;Recomendado;Adultos Mayores;17.595,70;1.353,52
U0860;50707047M;54;Other;Otro;Spain;España;Turista;Turista;R00860;04/03/2024;03/04/2024;238;30;1;2;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;5.249,80;PayPal;Rome;Roma;Hotel;Económica;City tour;City tour;Tour en Cuidad;7;0;VERDADERO;Verdadero;Sitio web;Cancelada;4;3;12;4;Temporada baja;VERDADERO;Verdadero;5;Todo bien;Adultos Mayores;2.624,90;5.249,80
U0861;30831854D;58;Male;Masculino;India;India;Turista;Turista;R00861;06/08/2024;15/08/2024;15;9;8;2;Solo vuelo;Vuelo;13.453,20;PayPal;Rome;Roma;;Económica;;;;2;7;VERDADERO;Verdadero;Agente de viajes;Cancelada;1;8;9;8;Temporada alta;VERDADERO;Verdadero;1;Problemas con la reserva;Adultos Mayores;6.726,60;1.681,65
U0862;66698876A;57;Male;Masculino;India;India;Turista;Turista;R00862;05/02/2024;16/09/2024;247;224;6;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;7.327,20;PayPal;Barcelona;Barcelona;Resort;Ejecutiva;Excursión en bote;Excursión en bote;Excursión en bote;5;5;FALSO;Falso;App móvil;Cancelada;1;2;8;9;Temporada baja;VERDADERO;Verdadero;3;Recomendado;Adultos Mayores;1.831,80;1.221,20
U0863;65832673A;60;Female;Femenino;Spain;España;Turista;Turista;R00863;29/02/2024;15/08/2024;311;168;1;1;Solo vuelo;Vuelo;1.482,60;Transferencia bancaria;New York;Nueva York;;Ejecutiva;;;;1;0;VERDADERO;Verdadero;Sitio web;Pendiente;10;2;7;8;Temporada alta;VERDADERO;Verdadero;4;Excelente viaje;Adultos Mayores;1.482,60;1.482,60
U0864;23168945X;54;Other;Otro;India;India;Turista;Turista;R00864;05/06/2024;22/12/2024;346;200;12;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;7.565,70;Tarjeta de crédito;Tokyo;Tokio;Airbnb;Ejecutiva;Tour en bus;Tour en bus;Tour en bus;3;11;VERDADERO;Verdadero;Sitio web;Cancelada;12;6;5;12;Temporada alta;VERDADERO;Verdadero;5;Recomendado;Adultos Mayores;7.565,70;630,48
U0865;57714001D;59;Male;Masculino;UK;Reino unido;Turista;Turista;R00865;20/02/2024;04/10/2024;363;227;7;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;17.400,50;PayPal;Cancun;Cancun;Resort;Ejecutiva;Tour en bus;Tour en bus;Tour en bus;2;6;VERDADERO;Verdadero;Sitio web;Confirmada;1;2;2;10;Temporada baja;VERDADERO;Verdadero;3;Excelente viaje;Adultos Mayores;4.350,13;2.485,79
U0866;95002224B;31;Female;Femenino;Spain;España;Turista;Turista;R00866;04/02/2024;15/06/2024;339;132;3;2;Solo vuelo;Vuelo;9.407,40;PayPal;Paris;Paris;;Económica;;;;6;2;VERDADERO;Verdadero;Sitio web;Cancelada;12;2;2;6;Temporada alta;VERDADERO;Verdadero;2;No me gustó el servicio;Adultos;4.703,70;3.135,80
U0867;20370641R;24;Female;Femenino;Australia;Australia;Tusirta;Turista;R00867;13/02/2024;09/06/2024;355;117;9;3;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;17.238,30;Transferencia bancaria;Paris;Paris;Hotel;Económica;;Desconocido;Desconocido;3;8;VERDADERO;Verdadero;Sitio web;Confirmada;10;2;4;6;Temporada alta;VERDADERO;Verdadero;2;Todo bien;Jovenes Adultos;5.746,10;1.915,37
U0868;80509838V;29;Other;Otro;UK;Reino unido;Negocios;Negocios;R00868;04/09/2024;22/10/2024;321;48;8;2;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;6.110,30;Tarjeta de crédito;Barcelona;Barcelona;Hotel;Primera clase;City tour;City tour;Tour en Cuidad;8;7;VERDADERO;Verdadero;App móvil;Cancelada;3;9;5;10;Temporada alta;VERDADERO;Verdadero;2;No me gustó el servicio;Jovenes Adultos;3.055,15;763,79
U0869;26909468C;48;Male;Masculino;India;India;Negocios;Negocios;R00869;06/02/2024;03/10/2024;362;240;10;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;1.106,60;Transferencia bancaria;Cancun;Cancun;Hotel;Primera clase;Tour en bus;Tour en bus;Tour en bus;6;9;FALSO;Falso;App móvil;Cancelada;8;2;5;10;Temporada baja;FALSO;Falso;3;Problemas con la reserva;Mediana Edad;1.106,60;110,66
U0870;88841967M;34;Female;Femenino;Spain;España;Turista;Turista;R00870;04/06/2024;22/10/2024;223;140;4;4;Vuelo + Hotel;Vuelo + Hotel;325,00;Transferencia bancaria;Barcelona;Barcelona;Hotel;Económica;;;;6;3;FALSO;Falso;Agente de viajes;Pendiente;5;6;2;10;Temporada alta;VERDADERO;Verdadero;4;Recomendado;Adultos;81,25;81,25
U0871;39779675W;55;Female;Femenino;USA;EEUU;Turista;Turista;R00871;19/04/2024;02/08/2024;174;105;7;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;14.122,50;Transferencia bancaria;London;Londres;Hotel;Económica;Tour en bus;Tour en bus;Tour en bus;5;6;VERDADERO;Verdadero;Sitio web;Cancelada;12;4;8;8;Temporada baja;VERDADERO;Verdadero;4;Recomendado;Adultos Mayores;14.122,50;2.017,50
U0872;57072121J;60;Female;Femenino;UK;Reino unido;Tusirta;Turista;R00872;23/08/2024;14/12/2024;364;113;11;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;2.159,60;Tarjeta de crédito;London;Londres;Resort;Económica;City tour;City tour;Tour en Cuidad;7;10;FALSO;Falso;App móvil;Confirmada;11;8;8;12;Temporada alta;VERDADERO;Verdadero;1;No me gustó el servicio;Adultos Mayores;2.159,60;196,33
U0873;90345304Q;21;Other;Otro;USA;EEUU;Turista;Turista;R00873;09/03/2024;01/10/2024;318;206;4;1;Solo vuelo;Vuelo;173,70;Transferencia bancaria;Cancun;Cancun;;Económica;;;;7;3;VERDADERO;Verdadero;Agente de viajes;Cancelada;3;3;8;10;Temporada alta;VERDADERO;Verdadero;3;No me gustó el servicio;Jovenes Adultos;173,70;43,43
U0874;35690547K;63;Other;Otro;India;India;Negocios;Negocios;R00874;20/08/2024;01/09/2024;125;12;4;2;Vuelo + Hotel;Vuelo + Hotel;10.902,50;Transferencia bancaria;Paris;Paris;Hotel;Primera clase;;;;6;3;FALSO;Falso;Sitio web;Pendiente;6;8;2;9;Temporada alta;FALSO;Falso;4;Todo bien;Adultos Mayores;5.451,25;2.725,63
U0875;27724434G;36;Male;Masculino;India;India;Negocios;Negocios;R00875;03/01/2024;18/06/2024;282;167;1;2;Solo vuelo;Vuelo;7.631,50;PayPal;Cancun;Cancun;;Económica;;;;5;0;VERDADERO;Verdadero;Sitio web;Confirmada;3;1;4;6;Temporada alta;VERDADERO;Verdadero;2;No me gustó el servicio;Adultos;3.815,75;7.631,50
U0876;15269437J;57;Other;Otro;Mexico;Méjico;Turista;Turista;R00876;29/05/2024;29/06/2024;151;31;7;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;17.750,60;Tarjeta de crédito;Tokyo;Tokio;Resort;Ejecutiva;Excursión en bote;Excursión en bote;Excursión en bote;1;6;FALSO;Falso;Agente de viajes;Pendiente;12;5;3;6;Temporada baja;FALSO;Falso;2;No me gustó el servicio;Adultos Mayores;4.437,65;2.535,80
U0877;11997291P;49;Female;Femenino;USA;EEUU;Turista;Turista;R00877;11/02/2024;29/04/2024;198;78;13;2;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;1.777,60;Transferencia bancaria;Rome;Roma;Resort;Ejecutiva;Tour en bus;Tour en bus;Tour en bus;2;12;FALSO;Falso;Agente de viajes;Cancelada;12;2;7;4;Temporada baja;FALSO;Falso;1;Problemas con la reserva;Mediana Edad;888,80;136,74
U0878;63335688J;25;Male;Masculino;Mexico;Méjico;Negocios;Negocios;R00878;18/07/2024;23/08/2024;140;36;4;1;Vuelo + Hotel;Vuelo + Hotel;5.464,60;Tarjeta de crédito;London;Londres;Resort;Primera clase;;;;6;3;FALSO;Falso;App móvil;Confirmada;9;7;12;8;Temporada baja;FALSO;Falso;2;No me gustó el servicio;Jovenes Adultos;5.464,60;1.366,15
U0879;39254023S;40;Other;Otro;Australia;Australia;Turista;Turista;R00879;22/12/2024;27/12/2024;265;5;8;2;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;1.294,40;Tarjeta de crédito;Paris;Paris;Hotel;Ejecutiva;Tour en bus;Tour en bus;Tour en bus;9;7;VERDADERO;Verdadero;App móvil;Pendiente;12;12;7;12;Temporada alta;VERDADERO;Verdadero;2;No me gustó el servicio;Mediana Edad;647,20;161,80
U0880;37455235B;25;Other;Otro;India;India;Tusirta;Turista;R00880;10/04/2024;11/06/2024;189;62;7;4;Solo vuelo;Vuelo;1.999,20;Transferencia bancaria;Cancun;Cancun;;Ejecutiva;;;;1;6;FALSO;Falso;Sitio web;Cancelada;2;4;11;6;Temporada baja;VERDADERO;Verdadero;2;No me gustó el servicio;Jovenes Adultos;499,80;285,60
U0881;61347937Z;47;Other;Otro;Spain;España;Negocios;Negocios;R00881;06/02/2024;04/12/2024;302;302;8;1;Solo vuelo;Vuelo;13.079,40;Transferencia bancaria;Barcelona;Barcelona;;Ejecutiva;;;;2;7;FALSO;Falso;Agente de viajes;Cancelada;8;2;4;12;Temporada alta;VERDADERO;Verdadero;1;No me gustó el servicio;Mediana Edad;13.079,40;1.634,93
U0882;94025778F;32;Male;Masculino;Australia;Australia;Negocios;Negocios;R00882;16/02/2024;22/10/2024;104;249;3;4;Vuelo + Hotel;Vuelo + Hotel;2.052,80;PayPal;Cancun;Cancun;Hotel;Primera clase;;;;6;2;FALSO;Falso;App móvil;Pendiente;3;2;5;10;Temporada alta;VERDADERO;Verdadero;5;Excelente viaje;Adultos;513,20;684,27
U0883;14016345F;28;Female;Femenino;Australia;Australia;Turista;Turista;R00883;05/09/2024;25/10/2024;310;50;1;1;Vuelo + Hotel;Vuelo + Hotel;7.997,30;PayPal;Rome;Roma;Hotel;Económica;;;;6;0;FALSO;Falso;Agente de viajes;Cancelada;10;9;4;10;Temporada baja;VERDADERO;Verdadero;4;Problemas con la reserva;Jovenes Adultos;7.997,30;7.997,30
U0884;48001196N;27;Other;Otro;Australia;Australia;Turista;Turista;R00884;24/03/2024;20/05/2024;192;57;10;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;8.734,30;Tarjeta de crédito;Tokyo;Tokio;Airbnb;Ejecutiva;City tour;City tour;Tour en Cuidad;8;9;VERDADERO;Verdadero;Sitio web;Cancelada;7;3;1;5;Temporada baja;FALSO;Falso;3;Problemas con la reserva;Jovenes Adultos;2.183,58;873,43
U0885;37080591Z;30;Male;Masculino;Australia;Australia;Turista;Turista;R00885;22/03/2024;12/07/2024;306;112;5;4;Vuelo + Hotel;Vuelo + Hotel;10.298,60;PayPal;Paris;Paris;Hotel;Ejecutiva;;;;5;4;FALSO;Falso;App móvil;Cancelada;3;3;10;7;Temporada baja;VERDADERO;Verdadero;5;Todo bien;Adultos;2.574,65;2.059,72
U0886;44258649W;63;Other;Otro;UK;Reino unido;Negocios;Negocios;R00886;21/07/2024;12/10/2024;192;83;3;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;4.737,90;Transferencia bancaria;Rome;Roma;Hotel;Primera clase;Tour en bus;Tour en bus;Tour en bus;5;2;FALSO;Falso;Sitio web;Pendiente;2;7;2;10;Temporada baja;FALSO;Falso;3;Recomendado;Adultos Mayores;1.184,48;1.579,30
U0887;33144274D;63;Female;Femenino;Australia;Australia;Turista;Turista;R00887;13/01/2024;17/05/2024;245;125;5;4;Vuelo + Hotel;Vuelo + Hotel;7.884,20;Tarjeta de crédito;Barcelona;Barcelona;Airbnb;Económica;;;;3;4;VERDADERO;Verdadero;App móvil;Cancelada;3;1;8;5;Temporada alta;VERDADERO;Verdadero;5;;Adultos Mayores;1.971,05;1.576,84
U0888;98616275A;41;Other;Otro;Australia;Australia;Negocios;Negocios;R00888;08/02/2024;14/12/2024;90;310;1;2;Vuelo + Hotel;Vuelo + Hotel;17.282,50;Transferencia bancaria;Paris;Paris;Resort;Económica;;;;5;0;VERDADERO;Verdadero;App móvil;Confirmada;3;2;7;12;Temporada baja;FALSO;Falso;3;Problemas con la reserva;Mediana Edad;8.641,25;17.282,50
U0889;79109797D;42;Female;Femenino;Mexico;Méjico;Negocios;Negocios;R00889;16/02/2024;16/04/2024;119;60;1;1;Vuelo + Hotel;Vuelo + Hotel;16.423,70;PayPal;Paris;Paris;Airbnb;Económica;;;;2;0;FALSO;Falso;Sitio web;Cancelada;10;2;10;4;Temporada alta;VERDADERO;Verdadero;1;No me gustó el servicio;Mediana Edad;16.423,70;16.423,70
U0890;71722354M;46;Male;Masculino;Australia;Australia;Tusirta;Turista;R00890;15/08/2024;07/09/2024;257;23;2;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;10.847,80;Tarjeta de crédito;New York;Nueva York;Hotel;Ejecutiva;Excursión en bote;Excursión en bote;Excursión en bote;3;1;FALSO;Falso;Agente de viajes;Cancelada;9;8;4;9;Temporada baja;VERDADERO;Verdadero;4;;Mediana Edad;10.847,80;5.423,90
U0891;87479675A;20;Male;Masculino;India;India;Tusirta;Turista;R00891;04/08/2024;09/09/2024;253;36;4;2;Vuelo + Hotel;Vuelo + Hotel;14.917,70;Tarjeta de crédito;Barcelona;Barcelona;Resort;Económica;;;;4;3;VERDADERO;Verdadero;App móvil;Confirmada;6;8;6;9;Temporada alta;FALSO;Falso;4;Recomendado;Jovenes Adultos;7.458,85;3.729,43
U0892;67074369K;58;Female;Femenino;UK;Reino unido;Turista;Turista;R00892;02/08/2024;11/12/2024;6;131;13;4;Solo vuelo;Vuelo;2.254,60;Transferencia bancaria;Paris;Paris;;Económica;;;;4;12;VERDADERO;Verdadero;Agente de viajes;Cancelada;1;8;8;12;Temporada alta;VERDADERO;Verdadero;1;Problemas con la reserva;Adultos Mayores;563,65;173,43
U0893;26196806J;41;Male;Masculino;Germany;Alemania;Tusirta;Turista;R00893;26/05/2024;25/08/2024;265;91;11;1;Solo vuelo;Vuelo;16.486,90;Tarjeta de crédito;Rome;Roma;;Económica;;;;3;10;VERDADERO;Verdadero;App móvil;Pendiente;10;5;7;8;Temporada baja;FALSO;Falso;5;Recomendado;Mediana Edad;16.486,90;1.498,81
U0894;31822233P;48;Female;Femenino;Mexico;Méjico;Turista;Turista;R00894;23/04/2024;06/07/2024;277;74;14;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;4.538,60;Transferencia bancaria;Tokyo;Tokio;Resort;Ejecutiva;City tour;City tour;Tour en Cuidad;3;13;VERDADERO;Verdadero;App móvil;Confirmada;2;4;12;7;Temporada baja;FALSO;Falso;4;Recomendado;Mediana Edad;1.134,65;324,19
U0895;86905467J;34;Female;Femenino;UK;Reino unido;Turista;Turista;R00895;26/07/2024;28/11/2024;265;125;9;4;Solo vuelo;Vuelo;7.331,60;PayPal;Rome;Roma;;Económica;;;;9;8;FALSO;Falso;App móvil;Pendiente;8;7;5;11;Temporada alta;VERDADERO;Verdadero;3;Recomendado;Adultos;1.832,90;814,62
U0896;55818651C;59;Male;Masculino;Australia;Australia;Tusirta;Turista;R00896;21/08/2024;07/11/2024;149;78;13;1;Solo vuelo;Vuelo;19.298,90;PayPal;Rome;Roma;;Primera clase;;;;8;12;VERDADERO;Verdadero;App móvil;Cancelada;10;8;4;11;Temporada alta;VERDADERO;Verdadero;1;Problemas con la reserva;Adultos Mayores;19.298,90;1.484,53
U0897;40824865A;59;Other;Otro;Mexico;Méjico;Negocios;Negocios;R00897;26/09/2024;28/10/2024;7;32;11;4;Solo vuelo;Vuelo;16.197,30;PayPal;Barcelona;Barcelona;;Ejecutiva;;;;6;10;FALSO;Falso;Sitio web;Pendiente;6;9;1;10;Temporada baja;FALSO;Falso;1;No me gustó el servicio;Adultos Mayores;4.049,33;1.472,48
U0898;94125996Z;19;Male;Masculino;USA;EEUU;Turista;Turista;R00898;05/01/2024;15/10/2024;14;284;3;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;982,70;PayPal;Paris;Paris;Resort;Económica;Tour en bus;Tour en bus;Tour en bus;6;2;FALSO;Falso;Agente de viajes;Confirmada;1;1;4;10;Temporada baja;FALSO;Falso;3;Excelente viaje;Jovenes Adultos;982,70;327,57
U0899;71758691W;58;Other;Otro;India;India;Tusirta;Turista;R00899;31/01/2024;24/03/2024;276;53;14;2;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;3.607,20;Tarjeta de crédito;New York;Nueva York;Airbnb;Ejecutiva;;Desconocido;Desconocido;9;13;VERDADERO;Verdadero;App móvil;Pendiente;2;1;6;3;Temporada alta;FALSO;Falso;1;No me gustó el servicio;Adultos Mayores;1.803,60;257,66
U0900;46000159K;23;Other;Otro;USA;EEUU;Turista;Turista;R00900;01/03/2024;05/03/2024;270;4;6;4;Solo vuelo;Vuelo;6.391,40;Tarjeta de crédito;Rome;Roma;;Primera clase;;;;1;5;FALSO;Falso;App móvil;Cancelada;5;3;4;3;Temporada alta;VERDADERO;Verdadero;5;Todo bien;Jovenes Adultos;1.597,85;1.065,23
U0901;71173491Z;55;Female;Femenino;Mexico;Méjico;Tusirta;Turista;R00901;12/10/2024;06/12/2024;164;55;14;3;Vuelo + Hotel;Vuelo + Hotel;18.766,40;Tarjeta de crédito;Tokyo;Tokio;Airbnb;Económica;;;;9;13;VERDADERO;Verdadero;App móvil;Pendiente;9;10;3;12;Temporada baja;FALSO;Falso;3;No me gustó el servicio;Adultos Mayores;6.255,47;1.340,46
U0902;49859623Q;37;Male;Masculino;UK;Reino unido;Turista;Turista;R00902;26/01/2024;28/04/2024;43;93;9;3;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;9.027,90;PayPal;Rome;Roma;Hotel;Económica;;Desconocido;Desconocido;7;8;FALSO;Falso;Agente de viajes;Confirmada;12;1;8;4;Temporada alta;FALSO;Falso;1;Problemas con la reserva;Adultos;3.009,30;1.003,10
U0903;52802425Z;36;Male;Masculino;Spain;España;Negocios;Negocios;R00903;11/03/2024;05/05/2024;61;55;8;1;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;2.081,60;PayPal;Cancun;Cancun;Airbnb;Primera clase;City tour;City tour;Tour en Cuidad;3;7;FALSO;Falso;Agente de viajes;Cancelada;7;3;2;5;Temporada baja;FALSO;Falso;4;Recomendado;Adultos;2.081,60;260,20
U0904;37882621B;43;Female;Femenino;USA;EEUU;Turista;Turista;R00904;29/02/2024;03/04/2024;28;34;10;4;Vuelo + Hotel;Vuelo + Hotel;12.100,10;Transferencia bancaria;Rome;Roma;Airbnb;Ejecutiva;;;;1;9;VERDADERO;Verdadero;App móvil;Pendiente;9;2;2;4;Temporada alta;FALSO;Falso;4;Todo bien;Mediana Edad;3.025,03;1.210,01
U0905;88273648Q;64;Female;Femenino;USA;EEUU;Turista;Turista;R00905;19/01/2024;13/08/2024;67;207;3;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;1.395,90;Transferencia bancaria;Cancun;Cancun;Resort;Ejecutiva;Tour en bus;Tour en bus;Tour en bus;3;2;VERDADERO;Verdadero;Agente de viajes;Cancelada;12;1;10;8;Temporada alta;FALSO;Falso;3;Recomendado;Adultos Mayores;348,98;465,30
U0906;12104917V;60;Male;Masculino;Australia;Australia;Negocios;Negocios;R00906;12/02/2024;28/10/2024;64;259;12;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;10.924,40;Tarjeta de crédito;Paris;Paris;Hotel;Primera clase;Tour en bus;Tour en bus;Tour en bus;3;11;FALSO;Falso;App móvil;Pendiente;3;2;11;10;Temporada alta;FALSO;Falso;5;Recomendado;Adultos Mayores;2.731,10;910,37
U0907;51827159V;22;Other;Otro;Mexico;Méjico;Negocios;Negocios;R00907;28/03/2024;04/11/2024;349;221;4;4;Vuelo + Hotel + Tour;Vuelo + Hotel + Tour;1.133,50;PayPal;Cancun;Cancun;Resort;Primera clase;City tour;City tour;Tour en Cuidad;9;3;VERDADERO;Verdadero;App móvil;Cancelada;1;3;1;11;Temporada alta;FALSO;Falso;2;Problemas con la reserva;Jovenes Adultos;283,38;283,38
U0908;95184735V;59;Female;Femenino;Germany;Alemania;Turista;Turista;R00908;30/03/2024;18/08/2024;44;141;7;2;Vuelo + Hotel;Vuelo + Hotel;7.273,80;PayPal;Cancun;Cancun;Airbnb;Primera clase;;;;6;6;VERDADERO;Verdadero;Agente de viajes;Cancelada;6;3;4;8;Temporada baja;FALSO;Falso;3;Problemas con la reserva;Adultos Mayores;3.636,90;1.039,11
U0909;39585821S;44;Female;Femenino;USA;EEUU;Tusirta;Turista;R00909;13/02/2024;04/10/2024;111;234;1;3;Vuelo + Hotel;Vuelo + Hotel;17.527,90;Transferencia bancaria;Rome;Roma;Hotel;Primera clase;;;;8;0;VERDADERO;Verdadero;App móvil;Cancelada;3;2;4;10;Temporada alta;VERDADERO;Verdadero;2;No me gustó el servicio;Mediana Edad;5.842,63;17.527,90
U0910;11071043Q;39;Other;Otro;India;India;Tusirta;Turista;R00910;18/01/2024;04/10/2024;41;260;5;1;Vuelo + Hotel;Vuelo + Hotel;1.476,60;Transferencia bancaria;Barcelona;Barcelona;Airbnb;Ejecutiva;;;;9;4;FALSO;Falso;Agente de viajes;Pendiente;3;1;11;10;Temporada alta;FALSO;Falso;5;Excelente viaje;Adultos;1.476,60;295,32
